"Participant","Age","Sex","Ethnicity","Education","Nationality","Duration","Break_Duration","Device_OS","Screen_Resolution","Screen_Size","Screen_Refresh","IPIP6_Extraversion","IPIP6_Conscientiousness","IPIP6_Neuroticism","IPIP6_Openness","IPIP6_HonestyHumility","IPIP6_Agreeableness","IPIP6_SD","PID5_Disinhibition","PID5_Detachment","PID5_NegativeAffect","PID5_Antagonism","PID5_Psychoticism","PID5_SD","Delboeuf","Ebbinghaus","RodFrame","VerticalHorizontal","Zollner","White","MullerLyer","Ponzo","Poggendorff","Contrast","i"
"S150",26,"Female","Other","Bachelor","South Africa",63.9409666666667,0.0350333333333333,"Windows 10","1920x912",1.75104,"60.05",59.75,50.75,58.5,95.75,55.5,78.5,14.9891020389408,54,28.8,32.6,28.4,57.6,18.7135367633495,-0.0169028452286592,-0.0501364182936032,-0.194970126549053,0.0865114905747815,0.486652065256948,-1.64929663408721,0.516632850655508,0.120654272889087,-0.857925001273328,0.0156149905475452,0.029313435406403
"S151",22,"Female","Caucasian","Bachelor","Portugal",41.2540166666667,0.0455333333333333,"Windows 10","1536x714",1.096704,"60.61",35,59,68.75,44.75,18,41.5,22.3717710627825,18,69.2,60.8,50.8,62.8,25.5457335459875,0.611236268663025,-2.45615283173493,0.0114990943284245,-1.54161348525229,-2.14596770455868,-1.97242921669202,-1.6950204240399,-1.68439642227659,-1.11727053825906,-0.502500609921253,-0.568218322828408
"S152",22,"Female","African","High School","South Africa",50.4377166666667,0.0411,"Windows 10","1366x625",0.85375,"51.83",42.75,100,49.5,95.5,22.5,92.25,25.1215826356543,0,21.4,37.8,21.4,14.6,31.3811540158281,-0.862384506671841,-2.23527051386728,-1.70057769036543,-2.30680737808741,-2.12549278573071,-1.0510709563283,-1.47620397939766,-3.12876102443906,-2.07025935716399,-0.965453057306935,-0.763226132473648
"S153",19,"Male","Caucasian","Other","Ireland",47.5126166666667,0.0855,"Windows 10","1280x609",0.77952,"58.06",88.75,17.5,38.5,90.5,97.25,78.75,16.8358749282348,67.2,33.4,30.8,12.2,50.2,19.3637624192588,-1.29123754916843,-0.0311915534134374,0.522954675182029,-0.0280887746543741,1.13064394843398,1.04060219481139,0.084550016553532,0.439145225622604,-1.34968191477904,0.130127401675824,0.0457407648821446
"S155",19,"Male","Caucasian","High School","Hungary",56.79245,0.13425,"Windows 10","1920x969",1.86048,"60.03",75,64.25,28.25,71.75,29.25,63,16.8946450158311,26.6,22.4,26.8,42.2,35.4,12.4554640648286,0.0577362024118426,0.644683995141252,-0.0184603717569667,-0.000184229715568455,-0.0175701488718466,0.179851704924447,-0.270702256192843,0.119942431732393,0.383431869097408,0.321275199250689,0.0183809433156724
"S156",26,"Female","African","Bachelor","South Africa",56.6822333333333,0.0996666666666667,"Windows 10","1366x657",0.897462,"58.62",30.75,40.25,80,58.5,19,37.75,19.7111453953528,67.4,74.6,79.2,42.8,46.2,25.9469194818378,1.09661372179387,0.309159805143011,0.965826654246816,-0.0228936295121785,-3.10152948163412,-0.659651945768773,0.170373533149359,-0.0837063483441101,0.166860447539306,0.00650431799246817,-0.0241709670804896
"S157",18,"Male","Caucasian","High School","Greece",55.1525166666667,0.0783333333333333,"Windows 10","2560x1289",3.29984,"141.94",41.5,58.25,44.75,74.75,2.5,31.75,15.9974219220632,7.4,34,42.8,53.8,48,23.3748580959229,0.605228088358236,0.688941605782322,-0.645008479476587,-0.0186492890605009,0.689948100463245,0.0851769728250198,0.301898752079677,0.143673102757052,0.894873971953233,1.29359752960506,0.0852657695379845
"S158",26,"Female","African","Bachelor","South Africa",55.4015833333333,0.0564833333333333,"Windows 10","1536x754",1.158144,"59.58",42.75,23.75,53,57,35.5,72.25,21.6607525786657,67.6,55.4,67.4,29.2,79,23.2935442714384,-4.39545920130582,-4.10330305786146,1.50566004587681,-0.677927691516631,0.601318255805453,1.14752684501641,-0.439937600907928,-0.7410052014968,0.930336745960841,-1.78322408321317,-0.268247366008386
"S159",19,"Male","Caucasian","High School","Poland",46.5886333333333,0.0523666666666667,"Windows 10","2133x1076",2.295108,"59.99",53.75,45.75,46.75,50.75,53.3333333333333,56.5,14.27982745315,53.4,44.2,49.8,35,43.6,10.14769745774,0.127726059455537,0.646371854146263,-0.00587345068710526,-0.392026567816476,0.753815600086522,-0.645334344016906,-0.236946675116652,0.427019889732016,0.22758655864313,0.582987371395536,-0.00158712442227496
"S16",36,"Male","Caucasian","High School","UK",38.2905166666667,0.0880833333333333,"Mac OS","1360x656",0.89216,"61.14",7.75,68,47.5,70,85.5,62.75,15.9613260797063,23,73.4,36,10.2,52.6,21.1541039562412,-0.398949951877325,0.469207969737551,0.294287821587705,-0.341414382172964,0.504002186658694,-0.426884703264381,0.00609860533260049,-0.761784307896987,-0.712569955554523,-0.229702426186977,-0.0697475751915504
"S160",19,"Male","Caucasian","High School","Poland",52.7769166666667,0.0209166666666667,"Windows 10","1920x937",1.79904,"60.19",39.75,43.25,45,90,61,86.75,18.1657219447702,69,29.8,48.6,3.2,61.4,17.8112440266197,0.0435975514233519,0.528509345068076,0.0726206758269427,0.821602607255919,0.916615525878372,-0.286867639872356,0.918752503692616,0.699958088502292,-1.27393072725288,0.668804230688942,0.229629356603667
"S161",21,"Female","Latino","Bachelor","Mexico",67.4796666666667,0.0377666666666667,"Windows 10","1536x714",1.096704,"60.71",33,79,72.5,67.25,47.5,93.25,26.4023361771311,26,28,73.4,11.8,60.6,17.6211677975734,-2.1811275839718,-0.134085313757953,-0.0622694663966238,-0.112279274452114,-0.360771945018325,-2.15792453510475,-0.222021680866183,-0.398482203070323,1.46130565964083,0.15324694864535,-0.0777780148632693
"S162",20,"Male","African","High School","South Africa",79.2310833333333,0.0290166666666667,"Windows 10","1280x577",0.73856,"60.84",31.25,64,48,54.25,46.25,41.5,22.5546698305807,52.8,42,57.6,50,64.8,23.7317026677058,1.37089874132964,0.0106464049511014,0.725291480867977,-0.544509515910462,-1.0356678514649,-0.472339775150181,-0.520946551728703,0.0952223171636326,0.955701136966046,1.12361900249759,-0.0750272202996972
"S163",34,"Male","Latino","Bachelor","Mexico",85.68925,0.0365166666666667,"Windows 10","1495x653",0.976235,"60",75.5,70.5,37.25,84.5,48.25,82.75,20.7639272019725,34.8,32.8,21.4,10.2,25.4,18.3563742359799,0.574909447002182,0.796080079066912,0.0236113887636195,0.364561244341938,0.451811477689861,1.35585755134764,0.455346386718772,0.415894255398081,0.550989341622542,1.10524260575424,0.176488930150914
"S164",26,"Female","African","Bachelor","South Africa",50.1172333333333,0.064,"Windows 7","1366x625",0.85375,"44.53",7.5,74.5,6,98,51,84.75,15.6516415854521,3,20.8,5.2,0.2,14.8,11.4863168655374,0.585945976322634,-0.274819574641815,0.00994353233785212,0.144014963629195,-1.24329836027014,1.24862547261405,0.0939002003673247,-0.0568484428284752,0.352514418625781,-0.328668629435484,0.00620981555365653
"S165",25,"Male","African","Bachelor","South Africa",54.1692166666667,0.0722,"Windows 10","1646x961",1.581806,"81.81",51.25,47.25,51,46.5,49.6666666666667,76.75,20.8653846932686,14.2,18.6,29.4,10.2,24.4,14.2503898330366,0.0715172270764869,-0.284076651780951,1.04309812089398,0.749400093537041,0.577523439065462,0.556532289434798,0.711677083344144,0.392216263109044,-0.199073136601346,0.881325788210202,0.202046088630403
"S166",29,"Female","African","Bachelor","South Africa",60.5780833333333,0.04355,"Windows 10","1920x969",1.86048,"61.6",81.5,66.75,48,57,17.75,40.25,22.1290554397234,47,43.2,38,25.6,25.8,30.6503461705681,1.14880848779839,0.460587446261612,-0.220732501469507,-0.134394751473724,0.240538650142563,-0.0619677958032432,0.529949969095853,0.154739786943556,-0.314913713303814,2.35358969563809,0.0790089903925081
"S167",22,"Female","Latino","Bachelor","Mexico",52.8301,10.96415,"Mac OS","1440x820",1.1808,"60.48",42.75,86.75,34.25,50.25,12,55,25.4593880123675,7.8,34.6,40.2,36.6,13.6,18.7542788418903,-0.417585133328444,0.0563465670120088,-0.0811483750771268,-0.357246081763934,-0.546340416466218,-0.449027621021765,-0.682896205609488,-0.359579383671182,-0.0999969969466315,0.0125558572746691,-0.132923008158608
"S168",31,"Male","African","High School","South Africa",47.0829666666667,0.0470333333333333,"Windows 10","1280x873",1.11744,"75.71",49.25,79.5,66.25,64,5.75,92.25,27.3987790709617,47.8,36.2,100,38,43.6,36.2306911033161,1.05195276970137,0.105560460212134,0.563126496048371,0.309869092929799,0.0971770057201612,1.16829087022587,0.569190467717607,0.124229940935295,-0.489445447288978,0.988019011934544,0.127929122592249
"S169",21,"Male","Caucasian","High School","Portugal",67.61,0.02845,"Windows 10","1920x975",1.872,"144.72",31,36.5,65,69,50,81.25,24.5159045570268,62.8,41.4,84.4,46.4,74,23.6496837188644,-0.605800320824554,-0.412487378006391,1.3692168310374,0.223325522024214,-0.930608632112035,-0.957442841975287,0.449523489058597,0.611295268885883,0.571385131969479,-1.02344007181279,0.0705661627660414
"S17",34,"Male","Caucasian","Bachelor","UK",46.1867333333333,0.0331833333333333,"Mac OS","1358x724",0.983192,"62.11",13.25,70.5,85.75,85.5,57.75,88,16.4783272110676,62.2,62,71.6,8.4,52.8,20.5722894663302,0.336583993844064,0.215102239147293,-0.00135595204282799,0.513760631199355,-0.644786420442718,0.309283651290381,0.142421458543007,0.586512846622685,0.291061588356575,1.09662303898699,0.121290104518826
"S170",22,"Female","Caucasian","Bachelor","Hungary",43.7238666666667,0.0650833333333333,"Windows 10","1536x722",1.108992,"60.1",88.75,33.25,39.25,55.5,77.3333333333333,88.5,23.1121865907593,34.2,37.8,58.8,25.2,41.8,29.009026185477,1.46730930150765,1.16740004382904,-0.537997211508925,0.16848582632919,0.287421509519333,1.50434049084327,-0.86285373739627,-0.100447777063538,0.892969224902545,0.439582419694581,0.0253615132773948
"S171",19,"Female","Caucasian","High School","Poland",44.8082833333333,0.0531833333333333,"Windows 10","1920x927",1.77984,"60.06",34,40.25,40.5,67,68,74.25,13.8314237039055,56.4,41,53,15.6,55.8,17.351022888774,0.62046410200383,-1.00767767599014,-0.51984972253608,-1.05619132868283,-0.663036555802033,-1.04831417919491,-0.442161748923132,-0.854667856191057,-0.245026735976357,-0.649814327728416,-0.282423901499775
"S172",33,"Female","Caucasian","Doctorate","Greece",47.8914166666667,0.0622,"Windows 10","1280x567",0.72576,"60.42",57.75,47.75,54.5,47.25,59.3333333333333,72.75,28.1882133642877,0,20,50.6,3.8,9.2,13.5119601224668,-1.36619827179215,0.796461470284405,-0.168582488627423,0.250741085135954,-1.10084576715749,-0.320214563562552,0.246858394637629,0.373807072122396,-0.590125134479136,0.409071583746271,0.0565348093692293
"S173",22,"Female","Caucasian","Bachelor","Hungary",47.2151333333333,0.0407666666666667,"Windows 10","1536x711",1.092096,"60.48",11.5,25.5,33.75,61.5,60.75,55,29.2017848888637,37.2,33.2,35,2.2,23.8,32.2086656937244,0.0800696300486429,-0.166037422422322,0.550164762187106,0.427294505043292,-0.516652714481352,0.920085171793282,0.409888365613659,0.209395056600323,-0.120724681408063,-0.881933352365402,0.0868193471999531
"S174",21,"Male","Caucasian","High School","Austria",38.7877666666667,0.0252833333333333,"Windows 10","1920x937",1.79904,"142.35",53.5,45.75,58,26.75,37.3333333333333,56.5,27.8384412315617,34,32.6,45,30,21,24.737870217088,1.07515420689352,0.823992867035498,-0.0197801915494688,0.304179792785362,-0.642840731674448,-0.0613500156551455,0.661388043842751,0.147440033947189,0.671794314243684,0.19470207826956,0.126148710628866
"S175",28,"Male","Latino","Bachelor","Mexico",52.3545666666667,0.0715666666666667,"Windows 10","1920x937",1.79904,"59.24",13,67.75,36.75,87,44,40,14.088743275858,35.8,49.8,34.4,49.6,50,21.9096645909849,-1.03711528016022,0.912137516709196,0.442976743303151,-0.13960900165266,0.400728110170308,-0.829432122577571,-0.243715316530225,0.0499646917981128,-0.121057136154503,-0.073643766095939,-0.00293980686527474
"S176",22,"Female","Caucasian","Bachelor","Portugal",56.1090833333333,0.03335,"Windows 10","1707x792",1.351944,"64.14",26.75,56,48.75,77.25,70,73.25,13.5724305776883,41.8,42,57.8,24.4,37.8,19.9122872829595,-1.27812958392265,0.56510216436214,-0.0147167820421053,-0.519612161595597,-0.294961946280504,-1.27231870067215,-0.77921667341466,-0.367656652998206,-0.110426012641549,-0.994132706732505,-0.163479863940207
"S177",39,"Female","Caucasian","High School","Spain",49.0171166666667,0.0896333333333333,"Mac OS","2048x980",2.00704,"60",9,60.75,72.25,57.75,22.6666666666667,36.5,28.5152654490049,16.4,58.2,77.8,39.4,48.2,35.5879094832496,0.195295709021699,0.218224597979752,0.258521238648527,0.329532285884268,0.946685986309452,-0.268557499098425,0.623372361249273,0.223064041139721,0.0612160841144802,-0.986630289454889,0.116075966076718
"S178",20,"Male","Latino","High School","USA",46.9087833333333,0.04505,"Windows 10","1536x754",1.158144,"60.2",22,88.25,16,46.5,75,74.75,25.1741546975334,1.2,45.8,4.6,39.6,70.2,16.1045130934237,-0.515193265082057,0.177731129312044,0.139560175624121,0.203259817608597,1.09334360624097,0.807442350956572,0.464696085344243,0.383234564933618,1.37384847699525,0.639553854479872,0.144377199172857
"S179",26,"Male","African","Bachelor","South Africa",98.1739333333333,1.27653333333333,"Windows 10","1366x657",0.897462,"58.11",81.25,67.5,44.5,86.75,64,63,24.9837194079452,18.4,42.4,44.2,25.2,23,23.948946308224,-0.261982118205921,0.911015883908849,0.71857972310076,0.171372743009896,-0.381837747197646,-1.03207590511116,0.704534067420164,-0.468814230625176,-0.97199538259314,1.1058812163402,0.0732411233442136
"S18",23,"Female","Caucasian","Bachelor","Portugal",38.8902166666667,0.02465,"Mac OS","1440x662",0.95328,"60.22",82.25,35.75,18,33.25,78,72.25,30.7288497556839,77.2,36.2,77.2,49.2,56.2,20.3690867512792,1.29707994554166,-0.109868594389414,0.589389665231645,0.52498502028995,0.476700345655247,0.749148358143301,-0.0282731425401875,0.199433633442773,0.651604556138437,0.438955542111508,0.11835156590993
"S180",24,"Male","Caucasian","High School","Poland",50.5108166666667,0.0119666666666667,"Windows 10","1536x743",1.141248,"120.07",87.75,33.25,48.5,73.75,90.3333333333333,84,24.5522527767393,4.8,2.6,27,41,31.6,24.6264970435077,-0.165413333419742,-0.300412458112596,-0.523602362110161,0.151397769637731,0.631962853905825,-0.403756502271935,0.155182203414574,-0.243544206623115,0.324381907366598,-0.742953418897898,-0.0017118241720736
"S181",21,"Male","Other","High School","USA",43.9839833333333,0.0217,"Windows 10","1280x881",1.12768,"60.2",29.75,56.25,67.25,53.25,51.25,69.75,14.3594859150438,69.2,33.4,67.2,47.4,57.6,12.2772758155164,-1.54202113378403,-1.07201016950867,-0.198049732604045,-0.591814103517031,-0.337032415609503,0.526354399495016,-0.307049779688749,-0.445641305256277,-1.31511334873198,-1.05349583486324,-0.198030107319001
"S182",24,"Female","African","Bachelor","South Africa",52.9602,0.0401333333333333,"Windows 10","1280x601",0.76928,"59.99",8.75,36.75,77.25,49.5,59.25,48,22.4170757022039,55.4,72.2,92.6,13.4,75,20.9940075414835,-0.760895275278639,-0.215273856474549,-0.41129068978792,-0.352354280518706,-1.02473531334474,0.481927953227007,-0.670901983544997,-0.181456934542303,-0.418089614252078,0.474680859773582,-0.136698984751458
"S183",23,"Male","Caucasian","Bachelor","Spain",45.3494833333333,0.0491333333333333,"Windows 10","1536x722",1.108992,"56.85",61.25,72.5,45.25,68.5,62.25,75.75,12.6412601511106,24.8,26.4,39.6,12.8,31,12.2328729769482,-0.072066233912246,0.99274540707576,-0.0652439773122165,0.109604829369902,0.953713856669203,1.08633344839171,-0.334242495066671,0.387005817107426,-0.783590811001188,0.253724111244799,0.0626865699326535
"S184",21,"Female","African","High School","South Africa",61.3415166666667,0.0530166666666667,"Windows 10","1368x657",0.898776,"31.94",87.75,73.5,34.5,83.75,79.75,70.5,22.8624033393851,22.4,3.8,24,0,4.8,15.8482957097099,0.584824371913635,0.622107077681022,0.883019115356708,-0.196033373197028,0.476780884411641,-1.26007195764811,-0.152757693480165,-0.289653502727713,0.220400378305935,-0.0764934610768596,-0.0119748993173089
"S185",34,"Female","African","Other","South Africa",57.2333833333333,0.07295,"Windows 10","1366x625",0.85375,"59.6",57.75,56.5,56.25,34.75,73.3333333333333,77.5,24.0266285048282,39.4,33.4,36.4,27.2,68.8,15.3025209811878,1.45263360619925,0.273400095742457,0.490644819997614,-0.331780531072493,0.018728004122794,1.30334775070256,0.0224018182898753,0.103459609453996,-2.73109585893954,-0.0879912172606302,-0.030280104623277
"S186",21,"Male","African","Other","South Africa",59.2802666666667,0.0328666666666667,"Windows 10","1366x663",0.905658,"60.6",27,89,33.5,70.75,75,91.5,27.0462484799898,0,29.6,28.6,0,8,19.7457642091696,-1.84630108744996,-1.35846653102834,0.084554016594189,-0.427342997377538,0.214648762518536,1.29886231807237,-0.686449451232909,-0.154313806412649,-0.64952268801904,-0.238604423095244,-0.158093679094567
"S187",25,"Male","African","Prefer not to Say","South Africa",82.3929833333333,0.102766666666667,"Windows 10","1366x663",0.905658,"47.03",51.5,56.75,52.5,65.75,36.75,78.25,26.9716263116695,30.4,41.6,54,46.2,45.8,25.5405925397793,1.02184170741843,1.34765472987729,0.340608504285171,0.764980894922889,0.170097540009952,0.915512046435252,0.616984411170873,0.365472466027559,1.89099220678423,2.29229313624514,0.284210611516704
"S188",24,"Female","African","Bachelor","South Africa",62.5796166666667,0.1144,"Windows 10","1366x643",0.878338,"33.78",53.25,46.75,48.25,30.25,33,64.5,37.3501795463803,17.2,50.2,71,30.8,78.4,28.9023714515324,0.237126037390019,-0.236302668212773,-0.411338725697607,-0.745804886741902,-1.012574758543,0.338656179281503,-0.63099195368092,-0.960309294569654,-0.736372986578583,-1.392527657993,-0.247207637067038
"S189",21,"Female","Caucasian","Prefer not to Say","Hungary",47.7376,0.0322833333333333,"Windows 10","1920x947",1.81824,"60.02",20.75,34.5,89,94.75,50.5,81.75,18.7543881377903,59.4,27.6,79.6,31,53,23.706234830891,0.850095911323962,-0.029576726769238,0.638208480624366,0.169760798093108,-0.842127637961072,0.490929561340268,-0.615352827214172,0.364332582301046,-1.14343943611279,-0.133797447200096,-0.0197914564039323
"S19",32,"Male","Caucasian","Bachelor","Poland",38.9740833333333,0.0713,"Windows 10","1536x722",1.108992,"120.46",15,42.5,68,18.25,25.25,46,19.8406166162773,86.2,70,64.2,26.2,79.8,15.5031579220152,-1.5172568052023,-2.40151380625209,0.306187192208876,-0.0193279245306037,0.322965149926908,0.0770533503505325,-0.200394357552124,0.0435660270743227,-0.0632065063230755,0.70301599097799,-0.0821003042611968
"S190",25,"Female","African","Bachelor","South Africa",41.8421333333333,0.136833333333333,"Windows 10","1366x657",0.897462,"61.24",28.5,65.75,49.5,74.5,25,42.5,30.2213032071918,46.6,77,58.2,40.2,49,23.9624357886817,1.86786917117971,0.176358842236366,0.653786977300377,0.23665899532317,-0.877152693834888,1.49854470710761,0.435143501380629,0.577839287551482,1.24199344863636,1.73137179085672,0.160703998202838
"S191",31,"Female","African","Master","Nigeria",52.7548666666667,0.0747833333333333,"Mac OS","1280x622",0.79616,"60.17",63.75,50,43.5,45.25,70.3333333333333,70,25.5562653990052,3.4,23.6,17.6,12.6,12.8,6.78637322263785,-0.0772475817692036,0.279587108826019,0.747650737170444,0.377486759781665,-0.0266983264638697,-0.539393465103386,0.204989606792399,0.650357475166292,0.646905058816205,-0.249972026754077,0.118806028507673
"S192",19,"Male","Caucasian","High School","Portugal",48.2666166666667,0.0541166666666667,"Windows 10","1536x760",1.16736,"236.87",28.5,39,32.75,58.5,56.25,78.75,26.3656989468544,26.8,35.6,30.4,25.2,49,26.5616982069463,-0.553179267725845,-0.452504603551004,-0.647497854243551,0.10080751147547,-0.739840759298543,0.795244998089575,0.0397519539950199,-0.0136493977272294,-1.33063864901188,1.5314229840056,-0.0216798225460792
"S193",29,"Female","African","Master","South Africa",64.8030166666667,0.165533333333333,"Windows 10","1366x660",0.90156,"61.49",98.25,44.75,41.75,87.25,17.5,75,26.5065530836895,24.8,8.4,47.4,14.4,25.6,30.1856402114754,0.578509419738564,0.0444046940613055,-0.0940551728427949,0.0801434661555908,-1.58182959963754,0.377555463790473,0.367375763470125,0.330344760885541,1.63620320597345,0.893795456069219,0.0661162113850549
"S194",23,"Female","African","Bachelor","USA",54.7128833333333,0.0527333333333333,"Windows 10","1600x749",1.1984,"60.21",8.5,65.25,28.75,70.5,31.75,54.75,14.0587628904664,5.6,47.4,54.4,14.6,46,16.4863909632212,0.0802315320483193,-0.489022587216104,-1.5123273488459,0.0647766804071862,-0.00805514602510698,1.06706120751766,0.317990467800237,0.442979018963042,-0.0531714747311422,0.797427274889589,0.0310158175752973
"S195",27,"Male","African","Bachelor","South Africa",53.314,0.0671333333333333,"Windows 10","1920x994",1.90848,"60",51.5,38.5,30.25,45.75,53,66.5,18.9268954969616,50.6,35.4,44,16,57,16.4949839285971,-0.584701770932454,-0.970209370000632,-0.335469589143058,-0.526227507307702,-0.747060008881404,-1.87453086967881,0.0555352383016378,-0.0475476953797152,-1.01315137405462,-0.802132171268909,-0.163215611301639
"S196",37,"Male","Caucasian","High School","Canada",52.4965,0.0438333333333333,"Windows 10","1920x1007",1.93344,"59.96",26.75,80.75,45.75,73,65.75,53,11.4716959339507,15,60.4,38,14.2,13.6,8.37874958823983,0.548019005489847,0.15059816466258,-0.463785977317833,0.374756573371406,-0.0206159226271975,-0.987151021441896,0.265385301167202,-0.304933923018057,-0.211521828896744,-2.02400206398431,0.00680840443293828
"S197",27,"Female","African","Bachelor","South Africa",55.11655,0.0459166666666667,"Windows 10","1344x606",0.814464,"59.08",48.75,75,22.25,84.25,23.25,79.25,23.6586769297046,20,34.8,45,41.4,27.2,21.2589142406802,-0.183280617460561,0.0140174434802497,-0.000106673381785766,-0.522092875522203,-0.934130541426209,1.05946621091797,0.306644372134831,0.859951185718375,1.61756079205066,0.268934273350674,0.0277154303481985
"S198",23,"Female","Caucasian","Master","Portugal",57.6011833333333,0.0616333333333333,"Windows 10","1920x912",1.75104,"60.11",83.25,13.25,52,76,85,96.25,11.4290725546087,41.8,24.2,59.8,15.8,51,25.0642509791092,1.05613822187472,0.145100450836149,-0.1494604810891,-0.0643072544576001,0.334902428968335,0.0332536046977502,-0.172488593555766,-0.450559605892396,0.0602747830701477,-0.935762693489417,-0.0417694670201587
"S199",24,"Female","Caucasian","High School","Portugal",79.2174333333333,1.04643333333333,"Windows 10","1536x714",1.096704,"120",60,42.25,56.5,85.5,87.75,67.25,23.507154777389,72.4,29,70.8,55,100,27.1020735551902,0.862089530170297,0.0881142013427859,-1.83305329830012,-0.770569067170129,-1.11841278501211,-0.234730785311152,-1.35889984511835,-0.75856185925657,-0.275778800022684,-1.29850021089027,-0.31013203970369
"S20",24,"Male","Caucasian","High School","Poland",43.1030833333333,0.0485666666666667,"Windows 10","2560x1238",3.16928,"60.01",18.25,48.5,68.75,43.25,55.5,74.5,27.4545347935381,42.6,72.8,89.2,4.6,78.4,27.3651424966638,-2.16941315655946,-0.28548680748811,0.225551884925124,-0.0580703960924458,0.187325391352508,1.2822762969645,-0.0449345945188806,0.182171790227908,-0.38223439787938,-0.943454514956554,-0.0159419910617981
"S200",23,"Female","Caucasian","Bachelor","Portugal",58.9603333333333,0.0395666666666667,"Windows 10","1366x578",0.789548,"60.69",28,59.5,61,70.5,67,88.5,14.1649858699514,31.2,26.8,71.2,25.4,61.6,15.0407699647859,1.98177153437118,0.941435214630596,-0.146265429615808,0.0825342017090361,-0.322481215345773,0.163368495980222,0.376029228353836,0.282393775993305,0.641500566816613,-0.6227655657048,0.0895169861726322
"S202",21,"Male","Latino","High School","Mexico",48.59905,0.11585,"Windows 10","1536x714",1.096704,"60.33",78.25,43.25,57.5,96,43.75,73,21.7139948237848,37.4,31.8,58.4,44.2,80.8,19.1335699156043,1.33987316984351,1.76095928575505,0.545329324206918,0.978413409483329,1.7376377091078,1.55987921846673,1.10817086144475,0.519845103242429,1.27772112124039,2.00604976926858,0.400448574172779
"S203",25,"Male","Caucasian","Bachelor","Portugal",37.66565,0.0221833333333333,"Windows 10","1920x941",1.80672,"164.74",45,57.5,85.75,78.25,45.5,64.25,20.9167510750227,32.8,59.8,62.8,48.2,60.4,25.9378719578128,0.264613087287295,0.015679037884398,0.362197593682109,0.09821203668821,0.29590200134339,0.604152464531752,0.489445612443604,0.295648786265472,1.38897292543077,0.292913178974835,0.11025574156265
"S204",21,"Female","Latino","High School","Mexico",44.0480333333333,0.0353,"Mac OS","2048x936",1.916928,"59.95",61.75,68.75,70.25,64.25,19.5,84,28.7945072540033,32.4,31,62.2,24.4,48,33.8855720978286,0.253734298707711,-0.215488445386519,0.712719872903031,0.239304525713449,0.657737913996007,-0.128376641818215,-0.609970335335595,0.317692587382927,-0.277453687973784,0.104906138659744,0.0159531441424023
"S205",22,"Male","Caucasian","High School","Mexico",43.7183333333333,0.0240833333333333,"Windows 10","1366x625",0.85375,"60.07",21.5,66.75,49.25,65.5,40,66,18.7585943736355,34,34.8,52.4,5.4,42.4,27.288790891285,-0.421635102656874,-0.0245968213971692,0.687640350997015,0.201999035183982,0.176987457846376,0.333805360285362,-0.621088079994039,0.108845074709514,0.54549655009082,-1.12854850207512,-0.00615392705945761
"S206",25,"Male","Latino","Bachelor","Mexico",45.3281666666667,0.0213666666666667,"Windows 10","2519x1291",3.252029,"139.57",90.75,31.5,71.5,61,31.75,81.25,25.4386103128983,88.8,31.8,70.2,51.4,63,28.0503984533645,-0.566142556647946,-0.440979015056834,0.128373116503438,-0.00654280376701337,-0.380010607225906,0.672583535089279,-0.191168961440103,0.0321074703571091,-0.320937703608309,-0.0550319550302709,-0.0337665655390133
"S207",29,"Female","Latino","Bachelor","Mexico",39.18145,0.0741166666666667,"Windows 10","1920x969",1.86048,"59.97",40,60.75,56.5,65.75,57.5,66.25,8.15605700588365,36.8,45.2,54.2,36.4,61.8,8.9315302268268,-0.345547936951125,-0.13645877532036,-0.631170952786853,-0.0734586487720787,-0.643454740015247,-0.848480091820118,-0.742759367640187,0.00473278911302395,0.0456764176408635,0.622246837142918,-0.0979424046846237
"S208",32,"Male","African","Bachelor","South Africa",62.2550666666667,0.0543666666666667,"Windows 10","1366x568",0.775888,"60.42",55.25,86.5,27.5,85.25,20.75,83.25,23.4641228909315,33.4,25.4,33.6,19.8,64.4,31.8170625184608,1.0588672334652,0.820767721917482,0.0114990943284275,0.438299559422612,1.02216382546804,1.21196588053302,0.42318618457291,-0.0628145961495171,-0.370276118382422,1.47284010056717,0.161038326015396
"S209",20,"Male","Latino","High School","Mexico",73.19035,0.02325,"Windows 10","1879x962",1.807598,"119.43",84.5,58.75,61,47.25,25,68,24.1230898571445,63,50.2,73.4,33,64.2,29.6220905407316,-0.832585538799509,-1.50674025612156,-0.386003100737201,-1.04615564377454,-0.0615747178939507,-0.38655915197525,-0.671269380691934,-0.691514211619958,-1.09818382351574,-1.11087608550527,-0.310250566682036
"S21",22,"Male","Caucasian","High School","Poland",80.3500333333333,0.0458333333333333,"Windows 10","1536x739",1.135104,"60.67",78.25,36,38.75,50.75,63.6666666666667,86.25,30.6461021771343,11.4,33.6,52,13.2,5.2,25.5457628015556,1.56429566377655,0.38465002044951,0.894794548023055,0.859703641714216,0.227944568239565,-0.127470483630681,0.444072215538025,0.751908508910942,1.15156491665492,1.04006409854738,0.247846722214235
"S210",22,"Female","Latino","High School","Mexico",53.6015833333333,0.0862,"Windows 10","1536x703",1.079808,"60.24",9.25,46.75,73,39,30.25,52.5,20.8744626137829,56.2,51.2,69.4,50,26,22.0899023033584,-0.955729283616278,-0.958616158950162,0.45627738244986,0.0637797566070332,0.650619670114248,0.799924967460824,0.331888335859233,0.241167164307058,1.26885472694857,-0.303584307324576,0.0540842606880459
